,Price,Area,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Jogging Track,Swimming Pool,Average_price_per_sq_ft,Andheri,Badlapur,Boisar,Borivali,Chembur,Dahisar,Dombivli,Ghatkopar,Goregaon,Kalyan,Kamothe,Kandivali,Kharghar,Malad,Mira Road,Mulund,Naigaon,Nala Sopara,Panvel,Parle,Powai,Taloja,Thane,Ulwe,Vasai,Virar
1758,2800000,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,2900000,200,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,2900000,220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,2900000,220,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,2900000,225,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3711,2900000,225,1,0,0,1,0,0,0,1,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1761,3000000,225,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,2850000,225,1,0,0,1,0,0,0,1,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1762,2300000,225,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4900000,239,1,1,1,1,0,0,0,1,1,1,1,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,2100000,245,1,1,0,1,1,0,1,0,0,0,1,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,2100000,245,1,1,0,0,1,0,1,0,0,0,1,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4463,4800000,250,1,0,1,1,1,0,1,1,1,0,0,0,1,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3036,2250000,252,1,1,1,1,1,0,1,1,1,0,1,0,1,0,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
378,2000000,275,1,0,1,1,1,1,1,0,1,0,0,0,0,0,14951.616283756552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,3000000,275,1,0,1,1,1,1,1,0,1,0,0,0,0,0,14951.616283756552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,5300000,275,1,0,1,1,1,1,1,0,1,0,0,0,0,0,14951.616283756552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5700000,283,1,1,1,1,0,0,0,1,1,1,1,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,3200000,285,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,2990000,299,1,1,0,1,0,0,1,1,0,1,1,0,1,0,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2048,3700000,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,3400000,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,3500000,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1370,5000000,300,1,1,1,1,1,0,1,1,1,1,0,0,1,1,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2500000,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,3500000,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,2850000,305,1,0,1,1,1,1,1,1,1,1,1,0,1,0,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2300000,310,1,0,0,0,0,1,1,0,0,0,0,0,0,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,4000000,310,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3692,2500000,310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3907,2700000,315,1,1,0,1,0,0,0,1,1,1,0,0,0,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
523,3000000,320,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,3100000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3420,2800000,324,1,0,1,1,1,0,1,1,1,1,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3419,2875000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3414,2750000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3416,2850000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3445,2940000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3380,2640000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3384,2600000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3970,2650000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3418,2875000,324,1,0,1,1,1,0,1,1,1,1,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3415,2800000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3423,2900000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3417,2780000,324,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,5325000,325,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4449,3000000,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4195,2599000,334,1,0,1,1,1,0,1,1,1,1,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4194,2799000,334,1,0,1,1,1,0,1,1,1,1,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2195,3800000,335,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2194,3700000,335,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2418,6000000,335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1364,3125000,338,1,1,0,0,0,0,0,0,1,0,1,1,1,1,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,4200000,340,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1836,4200000,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
829,3800000,340,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,3000000,340,1,0,1,1,1,0,1,0,0,0,1,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,3800000,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2197,3800000,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3930,2804000,342,1,1,0,1,1,0,1,0,0,1,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
768,3300000,342,1,0,0,1,1,1,1,0,0,0,0,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,7000000,345,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3277,3326000,348,1,1,0,1,0,0,0,1,0,0,1,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4388,6000000,349,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2042,4200000,350,1,0,1,1,1,1,1,1,1,1,1,1,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,8000000,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,2700000,350,1,0,1,1,1,1,1,0,1,0,0,0,0,0,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,7000000,350,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1756,5200000,350,1,0,0,1,0,0,0,1,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,2900000,350,1,0,0,1,1,1,0,0,0,0,1,0,0,0,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,4100000,350,1,0,0,1,0,0,1,1,0,1,0,0,1,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3809,4800000,350,1,0,0,1,0,0,0,0,0,1,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3506,4900000,350,1,0,0,1,0,0,0,1,0,1,0,0,0,0,20301.178301132168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1886,6000000,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,6000000,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2192,4000000,350,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1876,2400000,350,1,1,1,1,0,0,0,1,1,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,4800000,350,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,6351000,352,1,1,1,1,0,0,0,1,1,1,1,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,2948000,353,1,1,0,1,1,0,1,0,0,1,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1859,5500000,354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,2550000,355,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1701,3500000,360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
828,2600000,360,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,6500000,360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,3459000,362,1,1,0,1,0,0,0,1,0,0,1,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3515,2000000,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20301.178301132168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3721,6300000,365,1,0,0,1,0,0,0,1,0,0,0,0,0,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4397,6100000,365,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3176,3100000,365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1738,6400000,365,1,0,1,1,1,1,1,1,1,0,1,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,6500000,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
637,2100000,370,1,0,0,0,1,1,1,1,0,0,1,0,0,0,12356.683791843734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,8100000,372,1,1,1,1,0,0,1,1,0,1,1,1,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1365,3151000,372,1,1,0,0,0,0,0,0,1,0,1,1,1,1,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,3574000,374,1,1,0,1,0,0,0,1,0,0,1,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4018,4700000,375,1,1,1,1,0,0,0,1,1,1,1,0,0,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3859,4300000,375,1,1,1,1,0,0,0,1,1,1,0,0,0,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1248,2800000,375,1,0,0,1,1,1,1,0,0,0,1,0,0,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2018000,375,1,1,0,0,0,0,1,0,0,0,0,0,0,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,2600000,375,1,1,1,1,0,0,0,1,1,1,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3880,3100000,375,1,0,0,1,0,0,0,1,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1295,8400000,376,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,3400000,380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1121,3900000,380,1,0,1,1,1,0,1,0,0,0,1,0,0,1,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,3133000,383,1,1,0,1,1,0,1,0,0,1,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1089,5100000,383,1,0,0,0,1,1,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,3000000,384,1,0,1,1,1,0,1,1,1,0,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2724,6320000,384,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2895,5099000,384,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,7500000,385,1,0,1,1,1,1,1,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,2750000,385,1,0,0,0,1,1,1,0,0,0,0,0,0,1,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,3000000,385,1,0,1,1,1,0,1,1,1,1,1,1,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3155,2684000,385,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3305,6500000,385,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4433,7500000,385,1,1,1,1,0,0,1,1,1,1,1,0,0,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1975,2099000,387,1,1,0,0,0,0,0,1,1,0,0,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2600000,390,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,2000000,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2147,8580000,390,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,3200000,390,1,1,1,1,0,0,0,1,1,1,0,0,0,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1078,4500000,390,1,0,1,1,1,1,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,2750000,394,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2146,8668000,394,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
361,2100000,395,1,1,0,1,1,1,1,0,0,1,1,0,1,0,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,8712000,396,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,6663000,398,1,1,1,1,1,0,1,0,1,0,1,0,1,1,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
788,2200000,400,1,0,0,1,1,1,0,0,0,0,1,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,6500000,400,1,0,0,1,0,0,0,0,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,5100000,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,2600000,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,6400000,400,1,0,1,1,1,0,1,1,1,1,1,0,1,1,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,2700000,400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
534,6100000,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,3700000,400,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,2300000,400,1,0,1,1,1,0,1,0,1,0,0,0,1,1,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2530,2700000,400,1,1,1,1,0,0,0,1,1,1,1,0,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
438,7400000,400,1,0,1,1,1,1,1,0,1,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,6200000,400,1,0,0,1,1,1,1,0,0,0,0,0,0,0,12356.683791843734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,5500000,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2034,7598999,400,2,1,1,1,0,0,0,1,1,1,0,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
