,Price,Area,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Jogging Track,Swimming Pool,Average_price_per_sq_ft,Andheri,Badlapur,Boisar,Borivali,Chembur,Dahisar,Dombivli,Ghatkopar,Goregaon,Kalyan,Kamothe,Kandivali,Kharghar,Malad,Mira Road,Mulund,Naigaon,Nala Sopara,Panvel,Parle,Powai,Taloja,Thane,Ulwe,Vasai,Virar
1274,7000000,840,2,0,0,1,1,1,1,0,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,2600000,840,2,0,1,1,1,0,1,1,1,1,1,0,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4296,27500000,840,2,0,0,1,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
977,5500000,840,2,0,1,0,1,1,1,0,0,0,0,0,0,1,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,11700000,840,2,1,1,1,1,0,1,0,1,0,0,0,1,0,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,16500000,840,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,3779999,840,2,1,1,1,1,0,1,1,1,1,0,1,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1774,15500000,840,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,8500000,840,2,1,1,0,0,0,0,1,0,0,0,1,0,0,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,16500000,840,2,0,0,1,0,0,0,0,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,4267000,841,2,1,1,1,1,0,1,1,1,1,0,1,1,1,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2348,4300000,843,2,1,1,1,0,0,0,1,1,1,1,0,0,1,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2832,3424000,845,2,1,0,1,0,0,0,1,0,1,0,0,0,0,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2649,3425000,845,2,1,0,1,0,0,0,1,0,1,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2203,17300000,845,2,1,1,1,1,0,1,1,1,1,1,1,1,1,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4058,26700000,845,2,1,1,1,1,0,0,1,1,1,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3335,3250000,846,2,1,0,1,1,0,1,1,1,1,0,0,0,0,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
836,8100000,846,2,1,1,1,0,0,1,1,1,0,0,0,1,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,4600000,846,2,0,1,1,1,0,1,1,0,1,1,1,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1851,9000000,847,1,0,0,1,1,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,15800000,848,2,1,1,1,1,0,1,1,1,0,1,0,1,1,13776.733959624224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3454,8800000,848,2,1,1,1,1,0,1,1,1,1,1,1,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2975,3950000,850,2,0,0,1,0,0,0,1,0,0,0,0,0,0,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3914,8000000,850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4266,4600000,850,2,0,1,1,1,0,1,1,0,1,1,1,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2758,6787000,850,2,1,1,1,0,0,0,1,1,1,0,0,0,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1029,10500000,850,2,0,1,1,1,1,1,0,1,1,1,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,6787000,850,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2640,15500000,850,2,0,1,1,0,0,0,1,0,1,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610,6000000,850,1,0,0,0,1,1,1,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,4099000,850,2,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3609,15500000,850,2,0,1,1,1,0,1,1,1,1,0,0,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3131,5999000,850,1,0,0,1,0,0,0,1,0,1,0,0,0,0,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3288,14600000,850,2,1,1,0,0,0,0,0,0,0,0,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3741,6700000,850,2,0,1,1,1,0,0,1,1,0,1,1,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2287,14500000,850,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4208,6600000,850,2,0,0,1,1,0,1,1,0,0,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4224,14000000,850,2,0,0,1,0,0,0,1,0,1,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1824,13500000,850,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,4170000,850,2,0,1,0,0,0,0,0,1,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1853,10000000,850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
814,25000000,850,2,0,0,1,1,0,1,0,0,0,0,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,5350000,850,2,0,0,1,0,0,0,1,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,25500000,850,2,0,1,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,18000000,850,2,1,0,0,0,0,0,0,0,1,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3612,8000000,850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
305,5200000,850,1,0,1,1,1,1,1,0,1,0,0,0,0,0,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,6000000,850,2,0,1,1,1,1,1,0,1,0,0,0,1,1,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,4500000,850,2,0,0,1,1,0,0,1,0,1,0,0,0,0,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1387,13500000,850,2,0,0,1,0,0,0,0,0,1,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,11800000,850,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2497,15500000,850,2,0,1,1,0,0,0,1,1,1,1,0,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2912,3799000,850,2,1,1,1,0,0,0,0,1,0,0,1,0,1,13776.733959624224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2951,5600000,850,2,0,1,1,1,0,1,1,1,1,0,0,1,1,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4504,14600000,850,2,1,1,1,0,0,0,1,1,1,0,0,0,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1817,15500000,850,2,0,1,1,0,0,0,1,1,1,0,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,15300000,850,2,0,0,1,0,0,0,0,0,1,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2625,13500000,850,2,0,0,1,0,0,0,1,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3902,16900000,850,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3505,15000000,850,2,0,1,1,1,0,1,1,1,1,0,1,1,1,20301.178301132168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,16000000,850,2,0,0,1,1,1,1,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,16500000,850,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4256,18000000,850,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452,9500000,850,2,0,1,1,1,1,1,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,12600000,850,2,1,1,1,0,0,0,1,0,1,0,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,13000000,850,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,13500000,850,2,0,0,1,0,0,1,0,0,1,1,0,0,0,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1838,16500000,850,2,0,0,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,9600000,850,2,1,1,1,0,0,0,1,1,1,0,0,0,0,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3628,12000000,851,2,0,1,1,1,1,1,1,1,1,1,1,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
933,8000000,852,2,0,1,1,1,1,1,0,1,1,0,0,1,1,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,9500000,852,2,0,1,1,1,0,1,0,1,1,0,0,1,1,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,27000000,853,2,1,1,1,1,0,0,1,1,1,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2027,4800000,855,2,1,0,1,0,0,0,1,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,12200000,855,2,0,0,1,0,0,0,0,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,22000000,858,2,1,1,1,0,0,1,1,1,1,0,1,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,11500000,860,1,0,1,1,1,0,1,0,0,0,1,0,0,1,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,4200000,860,2,0,1,1,1,0,1,1,0,1,1,0,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4335,5299000,860,2,0,1,1,1,1,1,1,1,0,0,0,1,0,9470.592654222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1530,3853000,860,2,1,0,1,0,0,0,1,0,1,0,0,0,0,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,7200000,860,1,0,0,0,1,1,1,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,7200000,860,2,0,0,1,1,1,1,0,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,16500000,860,2,1,1,1,1,1,1,1,1,1,1,1,1,1,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,4550000,860,2,1,0,1,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,7200000,860,1,0,0,0,1,1,1,0,0,0,0,0,0,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,11500000,860,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,5300000,860,1,0,0,1,0,0,0,1,0,1,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2801,14400000,860,2,0,1,1,1,1,1,1,1,1,1,1,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2519,19200000,863,3,1,1,1,0,0,0,1,1,1,0,0,0,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1624,10200000,864,2,0,0,1,0,0,0,0,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,12000000,864,1,0,1,1,0,0,1,1,1,0,1,1,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3139,4300000,864,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3985,3892000,865,2,1,1,1,1,0,1,1,1,1,0,1,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3925,14500000,865,2,1,1,1,1,0,1,1,1,1,1,0,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2875,8600000,865,2,0,0,1,0,0,0,1,0,1,0,0,0,0,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1307,15900000,867,2,1,0,1,1,0,1,0,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,5800000,868,2,0,1,1,1,0,1,0,1,0,0,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1641,11500000,870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,4349000,870,2,0,1,1,1,0,1,1,0,1,1,1,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4264,4500000,870,2,0,1,0,0,0,0,0,1,0,1,1,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3542,15000000,870,2,0,1,1,1,0,1,1,1,1,0,0,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3894,13799999,870,2,0,0,1,0,0,0,0,0,1,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4215,4200000,870,2,0,1,0,0,0,0,0,1,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4263,4200000,870,2,0,1,1,1,0,1,1,1,0,0,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3461,4785000,870,2,1,1,1,0,0,1,1,0,0,1,1,1,1,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1678,16200000,872,2,1,1,1,0,0,0,1,1,1,0,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,4427000,873,2,1,1,1,1,0,1,1,1,1,0,1,1,1,11148.00502809653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3687,9800000,873,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
471,16000000,874,2,0,1,1,1,0,1,0,0,1,1,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,6800000,875,2,1,1,1,1,0,1,1,0,0,1,0,1,1,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,10900000,876,2,1,1,1,1,0,1,1,1,1,1,1,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
791,12500000,878,1,1,1,1,1,0,1,1,1,0,1,0,1,1,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,25500000,878,3,1,1,1,1,0,1,1,1,1,1,1,1,1,20301.178301132168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1725,14800000,879,2,1,0,1,0,0,0,1,0,0,1,1,1,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
867,12500000,880,2,0,1,1,1,0,0,1,1,1,0,0,1,1,11497.831148260064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,14800000,880,3,1,1,1,1,0,1,1,1,1,1,1,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4366,13000000,880,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9470.592654222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2882,5200000,880,2,0,1,1,0,0,0,1,1,1,0,0,0,1,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
999,4400000,880,1,1,0,1,1,0,1,0,0,0,1,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,4500000,880,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,7600000,880,2,0,1,1,1,0,1,1,1,1,1,1,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4045,13500000,880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4010,12200000,880,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
700,15000000,880,2,0,1,1,1,1,1,0,0,0,0,0,0,0,12356.683791843734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,15000000,880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,8500000,880,2,0,1,1,1,0,1,1,1,1,1,1,1,1,20301.178301132168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3824,6200000,880,2,0,0,1,0,0,0,1,0,1,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4289,7400000,880,2,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2220,2099000,882,1,0,1,1,0,0,0,1,1,1,0,0,0,1,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1724,14900000,883,2,1,0,1,0,0,0,1,0,0,1,1,1,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,17400000,885,2,0,1,1,1,0,1,1,1,1,0,0,1,1,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1251,4300000,885,2,0,1,1,1,1,1,0,0,0,0,0,0,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,4600000,885,2,0,0,1,1,1,0,0,0,0,0,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,12600000,885,2,0,1,1,1,0,1,1,1,1,1,1,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1026,6000000,885,2,0,1,1,1,0,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,11100000,886,2,1,1,1,0,0,0,1,1,1,1,1,0,1,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,7100000,887,2,0,1,1,1,1,1,0,1,0,0,0,0,0,7766.881873305601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,20000000,888,2,1,1,1,0,0,0,1,1,1,0,0,0,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1779,16900000,888,2,0,1,1,0,0,0,0,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,16900000,888,2,0,1,1,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4491,3800000,890,2,0,1,1,0,0,0,1,1,1,1,0,0,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
